HiggsM,DNN_score,DPhi_jj,OO1
130463.87,-3.6923678,1.1267323,0.6123715
122504.766,-3.1861935,1.5187602,-0.11436669
115814.89,2.6581764,1.7804121,-0.2567292
117434.805,-0.8533902,2.1500401,1.3289812
123377.65,-1.7384996,0.74513066,0.15414277
125480.09,-1.717426,3.1413527,0.022324603
127313.89,-2.5919135,2.9730759,0.076893754
119996.125,1.7639022,2.842848,0.019406369
119870.99,-3.7807207,1.4421457,-0.041110434
133906.27,-1.8382313,2.698398,-0.14453681
133244.39,-2.0399177,0.66967463,-0.10353807
125923.23,-1.1037756,2.5979092,-0.2251927
128664.34,-1.8463516,2.927286,-0.007767955
128905.81,-0.60787314,1.311025,1.6195611
125409.75,-2.0533774,2.3989074,-0.46582577
128051.1,-1.3486325,1.0625712,0.061456773
131770.28,-1.5473155,2.97206,0.7758938
124055.38,-0.075044386,0.5335226,0.05359282
117952.15,-0.49660558,2.7562566,0.073470145
130715.266,-3.5978928,2.097649,0.1728573
128598.78,-0.4343095,1.1265489,1.8926508
115367.93,-3.123872,2.5282483,0.2408892
116371.53,1.1329194,0.9890482,0.119634554
116042.6,0.030000098,2.9851944,0.054406647
128634.11,-0.13881253,2.8975115,0.397791
115793.75,-1.3016721,3.0174122,-0.029246604
121663.54,-3.3490324,1.6981536,-0.029670456
120455.61,-0.61176527,1.3781894,0.15693475
130986.16,1.0960572,0.39656675,0.11016053
122465.375,0.059805024,3.0406015,0.011834694
133495.28,-2.6674278,2.3195226,0.2506769
128180.63,-3.8338244,2.0885315,-0.20587948
121389.05,-2.093855,1.360495,-0.09469719
119690.06,-3.717118,2.247143,0.12274807
129103.41,2.032881,0.26229513,-0.14201814
129633.266,-3.4233232,0.98214567,0.06510839
130995.47,-2.4150753,2.8282006,0.3714255
116727.33,-2.7741127,1.6920227,0.15307042
116609.03,-1.7665814,2.950002,0.048746463
117780.445,0.5093402,0.020137906,0.03211044
115934.664,-2.0182915,1.0819181,-0.10048805
119751.04,-1.2011875,1.2025279,0.10647991
131174.45,2.2390614,2.970821,0.035181224
117622.016,-1.031665,0.83657223,-0.0122116795
119339.99,-2.2399032,2.3028808,0.15144809
124177.195,-1.1746483,2.7939792,-0.27429017
126498.77,-2.1048512,3.130709,-0.037260413
131033.555,-3.2356682,1.5195516,-0.14857325
122087.74,1.0582849,2.9751947,-0.20071769
120490.59,2.2355568,1.931683,-0.5732399
131404.25,-1.1628978,2.4530632,-0.014758852
123338.41,-3.378041,1.7661206,0.14518997
122484.664,-1.7212899,1.005171,0.34986556
133331.36,-1.2143372,2.637418,-0.20216496
119703.39,-2.052575,2.3777857,-0.019215437
132169.05,-1.6028794,1.9653883,0.063389845
118105.766,-0.270452,0.04769826,-0.027795322
118872.8,-1.4758354,2.6540334,-0.09585502
119059.38,-2.2132635,0.79386497,-0.09048762
132741.47,-1.1437051,3.0403526,-0.14135508
125352.12,-2.5813801,2.6619356,0.0066203754
115020.52,-2.2454157,2.8712447,0.02037237
130457.8,-0.09740459,2.7764163,0.5849084
122516.555,-1.8471024,1.9643792,1.1868933
116443.98,-2.8004293,1.0488387,1.3320781
122182.95,0.10683769,2.9414203,-0.13004258
133834.94,-2.2557893,2.5337954,-0.24285805
115471.79,-1.4378694,2.045414,-1.1599344
118253.86,-1.585948,3.015789,0.028448228
118516.56,-2.9949603,3.0384383,-0.0068326546
