HiggsM,DNN_score,DPhi_jj,OO1
131314.95,-0.9042656,0.53005636,0.05201399
130554.47,-1.9478803,2.8886216,-0.31978688
134309.38,-1.7661698,0.57424575,-0.25943998
126758.49,-1.9752508,1.7368033,1.6929985
119632.93,1.7330904,1.7081769,0.33129075
125919.805,2.764958,0.33155882,-0.094970174
129498.33,-3.0651214,1.6839805,-0.28007543
131515.25,-1.1201042,1.1704719,0.10616595
122249.766,-2.476112,3.1309998,-0.65595436
121741.97,-1.6571493,2.8966627,0.065766655
124590.766,-0.0006093451,0.05523461,0.03744153
131073.58,-2.9104574,2.5623405,0.18189761
124151.195,-3.287325,2.9315653,0.04121332
125209.14,-2.9560084,2.305037,-0.33194834
133323.31,0.9711599,1.1638294,0.14182037
130388.85,-1.4592896,0.6590431,0.24895191
125156.484,0.6267343,1.348807,-0.4017792
130679.19,-3.7162027,2.3195636,-0.2541525
131908.92,-2.3793092,2.7327313,-0.5594065
118067.81,-0.8319588,1.1711996,0.26757893
115673.76,-1.1095142,2.8101146,0.49985412
117719.1,-0.85000205,1.3791178,-0.2301899
116701.55,-3.4520876,2.5560298,0.024717428
131412.06,-1.3841645,2.44549,1.8853372
128688.9,-3.4294343,1.9448719,0.25800946
133275.16,-2.8973603,2.4703155,0.082325846
117041.69,-1.4672322,1.3495685,-0.1399425
131920.33,-1.15755,1.3590883,-0.70217615
130081.445,-2.6920834,2.9541898,0.08642204
122861.88,-2.4407966,0.06496775,0.0041690613
131805.3,-2.4159586,3.0602286,0.31837812
115903.2,-4.0292487,2.361719,-0.1063323
126108.3,1.0545758,2.6612797,-0.16731553
129996.45,-1.243215,1.5465833,-0.30868858
121961.336,-0.96602046,1.9738588,-0.16745724
115758.914,-1.5404425,2.352927,0.09987166
118884.58,-2.6696143,2.1356664,1.0122669
133157.23,0.2519942,1.5834079,0.17175296
116446.67,-1.8479159,1.2943826,-0.73304075
129646.19,-0.6079491,2.6186814,0.04190326
118593.766,-3.8314106,1.4740098,0.15958063
122704.67,-2.0859337,1.6839503,-0.44460288
124103.836,2.518424,1.3324,-0.09622523
126441.75,0.025108166,3.0603125,0.047365215
120503.49,-3.8965886,2.5481448,-0.14052366
121517.6,0.8175027,2.2871873,-0.1215362
134304.77,-2.040944,2.802375,-0.017150054
132009.61,-1.0939147,2.8724294,0.055320002
126652.71,-1.8140838,2.3630624,0.20931794
120379.36,0.08787649,0.46375132,0.05683046
134849.7,-2.8343697,3.11313,-0.3491402
119408.98,1.6254585,2.639164,0.13563657
118032.74,2.4400468,3.0853646,0.14096548
133723.3,-1.9146038,3.0119915,-0.03800401
131996.19,-0.8548201,2.998446,-0.045286924
