HiggsM,DNN_score,DPhi_jj,Eta_jj,M_jj,Njets,OO1
118211.28,-2.9001539,1.9246715,5.4696045,511369.72,2,0.074146226
118632.51,0.530572,1.9003525,2.3902614,260926.92,2,-0.32792556
115133.7,1.9687055,2.6414,3.4400902,252496.72,3,-0.056247685
118635.98,-2.7440262,0.62504506,3.9814498,558252.8,5,0.13963899
134802.31,-1.9112248,3.080039,2.85581,148553.72,3,-0.024708055
125689.95,-0.022979982,1.998327,3.3931637,224096.1,2,-0.083478846
119108.5,-2.7512524,1.4809698,6.0931206,747686.44,5,0.0015282437
118857.1,-1.7364922,3.1236124,2.1895375,133828.38,2,0.045094658
124104.305,-3.3144782,2.3079708,2.4261537,250800.36,3,0.12814479
120822.305,-1.0490152,2.279556,3.1438737,171340.25,3,0.10905836
120438.04,-2.1281452,2.293451,2.9735346,259634.33,11,0.21218167
118249.95,-0.4004353,2.1702192,4.4943814,516999.38,3,-0.20168488
121685.57,-0.86246973,0.89066344,4.2135,441155.34,2,-0.12249413
117917.85,-2.7253447,2.6309226,2.59065,507630.3,4,-0.10080473
123362.57,-0.039822895,1.2951216,3.2643075,287194.25,2,0.15691786
133836.67,-1.4755843,3.0526693,3.2228296,463653.94,2,0.13635008
117959.15,0.50023466,3.0344005,5.010933,1.2879152e+06,3,-0.078557454
128349.74,0.22826879,1.3931954,3.166365,278419.62,2,0.30257335
120186.586,-2.3609345,3.0760007,6.095879,1.1356841e+06,2,0.10781113
120551.51,-0.84022343,1.2548873,4.2295003,283944.94,2,0.07229329
116159.02,-1.2450875,3.0187879,3.6578393,423522.6,4,0.09550241
115171.99,-4.08748,0.54933643,3.8942952,230051.36,3,0.045831103
120060.75,-1.2829231,2.1516762,5.1975794,1.0841088e+06,3,0.059180524
128059.055,-2.684642,1.4702736,6.052104,798687.25,2,0.06611826
116531.305,-1.316125,0.39901352,3.40867,204258.84,2,-0.08000604
123518.375,-0.2803515,2.4305909,2.6576512,217109.92,3,-0.15858196
134655.62,-1.3182479,3.1259775,2.9964278,316164.0,2,0.21220969
129329.33,-0.8468298,0.2988191,3.9021292,664414.25,3,0.38118672
128087.71,-0.27028126,1.9329883,5.94985,632666.4,4,0.06361792
134023.55,-3.250178,1.3711908,2.6380553,237324.61,3,-0.27891064
125351.484,1.1016858,2.0770967,2.9698205,390736.1,2,-0.6643133
116591.34,-2.6348171,3.0783894,2.0883346,164674.88,2,-0.60132426
116909.98,-2.9595962,3.1343205,2.4153504,257297.97,5,-0.1265502
124507.26,-0.49533993,1.9718409,3.9931803,311980.94,2,-0.11653627
131656.42,-1.6223972,3.0879211,3.0385985,380075.5,2,-0.06054502
117261.5,-1.7038931,2.174541,3.571596,228926.56,4,-0.100375496
127205.31,-2.6955185,2.2507062,2.4432774,409910.38,4,-1.0485657
123210.01,-2.3163023,2.2408364,2.574197,196003.1,2,0.10934292
118654.984,-0.60551625,2.8648453,3.7250333,477677.38,5,-0.16195863
116878.92,-0.51995593,0.5215359,2.9153235,185802.02,2,-0.1289894
120037.34,-0.95977765,2.853577,2.7931113,260017.16,3,-0.030126292
122318.914,3.8350046,1.1078147,4.070022,544762.9,3,-0.38014472
130246.41,-2.845784,2.9737504,2.2878177,183446.69,4,0.0032471807
126378.67,-1.915507,2.849421,2.931337,192554.42,6,-0.04969714
116116.44,0.62896293,0.47321582,2.2886467,162659.86,2,0.4079827
119135.04,-0.7413541,2.9504597,3.0028563,189890.38,2,-0.023328967
132934.55,-1.0411114,0.78449416,7.680451,2.62452e+06,7,-0.05059252
122742.85,-3.1957383,2.0137787,3.2041206,221132.95,3,-1.0873816
133909.05,-3.3792126,0.6391312,4.5118475,319473.28,3,0.091460265
126955.516,-3.1797347,1.1923393,4.4148684,372320.7,4,0.2257576
128129.04,-3.9228096,1.4204586,3.498618,351968.75,5,0.06571438
132489.33,0.50437504,2.1206913,3.1642914,290713.3,3,-0.24112947
123296.53,-2.3883336,0.43659925,7.6814413,1.5208052e+06,2,0.038704198
116785.75,-2.0865438,2.417336,2.2166836,181684.61,2,-0.14181295
125457.76,-2.6337576,2.780842,3.1517735,472855.2,3,-0.42333087
130033.27,-1.3561335,2.9295728,2.6871433,158750.19,3,-0.07571644
123473.75,-1.3510813,2.2689962,3.7697058,363443.72,3,-0.09169364
125741.95,-1.958523,0.75896466,2.5992725,159962.34,2,-0.105345346
129994.53,-2.404608,1.9620562,2.0155034,193206.23,4,0.35597843
132994.1,-2.2320926,2.5962708,2.867167,179811.73,2,-0.36038995
126126.58,-3.4248989,0.6702963,3.4260888,226704.86,6,0.09676792
115873.984,2.1378694,1.3961954,5.787056,851435.6,5,-0.17193025
115099.02,-1.2973135,2.395363,6.4085894,1.6276129e+06,6,-0.027578916
117053.6,-1.2704973,1.3952773,2.2846673,143155.3,2,-0.5776869
122341.27,-3.0639055,1.275437,4.628122,340205.62,3,-0.03523999
123189.82,-3.4532573,2.7427404,2.5657368,379644.66,6,-0.07849794
120951.21,-2.5091774,1.5683687,2.2036195,106995.19,4,-0.14521399
125049.47,-0.81322515,2.8853016,6.2931128,809967.75,2,-0.012830586
120527.47,-3.0600302,0.099463224,2.5770738,154492.92,6,-0.09504545
134206.67,-3.3960814,2.2046385,3.2916307,301187.5,5,0.046046644
132017.61,-2.264037,1.6506755,4.386792,321798.84,4,-0.010946574
124593.79,-1.7356666,2.5827274,2.2830095,263476.03,3,0.11454652
129753.93,-3.57171,1.053348,2.2788267,132021.88,3,0.087955125
128376.07,-3.512139,2.9495926,2.8523798,233404.69,3,-0.14399478
130000.414,-0.699123,0.59820247,2.6990042,191811.08,2,0.2980579
128094.96,-1.6005851,0.19302177,4.3923883,402743.97,2,-0.096820526
117701.62,1.5099753,0.43106735,3.0374668,342479.66,2,0.23317035
130309.75,1.2977182,1.2502033,4.6146207,838706.4,3,0.42838272
133335.08,1.3263725,2.4771514,6.993719,1.3658902e+06,2,0.06927019
116628.94,-0.97960955,2.4346573,3.1353226,237238.25,3,0.3423918
119749.516,0.009485061,0.5109184,3.773623,383887.66,3,-0.12539779
130414.45,-2.5680003,0.4338811,2.0026839,112590.79,3,0.1431484
118434.53,-3.4799554,0.19070363,2.40051,117203.78,2,0.027519906
129677.79,-0.7557777,2.2783442,3.3611631,530198.8,3,-0.33666408
119934.016,0.3134219,1.437676,4.4199347,533718.3,3,-0.22025278
115345.87,-2.2283404,0.8481493,2.4684281,138456.94,6,0.53923064
122761.055,-2.7729063,0.8341427,2.706766,187029.83,5,0.1254145
115963.08,-1.1931169,0.28829515,5.7536707,887071.25,5,-0.081689455
120740.48,1.474137,2.993404,3.6237726,1.8944459e+06,2,-0.8542185
121216.31,-1.6460038,1.9395603,3.0930746,187339.34,3,0.19382706
133487.27,-1.9809088,3.1148226,2.3476405,1.0859426e+06,4,-0.51318824
118918.77,-3.26717,2.9826143,2.5051332,133430.31,2,0.021483991
127324.87,-1.9826989,2.0506008,3.0362267,215560.28,3,-0.17970978
131776.64,-3.521323,1.0656698,3.9224362,266898.4,4,0.06415125
131312.45,-0.2977198,0.93024457,4.1597757,388823.56,3,-0.10740842
124492.01,1.9164368,3.1238232,4.2019267,1.2932861e+06,4,-0.03760526
128536.805,-2.146291,2.166713,2.0784018,262429.47,3,0.48924938
120699.97,-2.7977753,1.614795,2.4831426,135559.12,3,-0.5384671
120521.586,-4.065868,2.7395203,2.4250844,131472.75,2,-0.009721091
120497.33,-4.2501364,2.4407206,2.4126205,250355.75,4,0.040141217
124114.016,0.5626777,1.9519861,4.7309427,382753.16,2,-0.069079876
118573.87,2.1956158,2.7940037,4.872553,1.1392124e+06,7,0.050023872
117378.72,-2.3509989,1.2809659,3.620656,293721.2,4,-0.26227355
132712.12,-0.6932242,2.8953373,5.8826833,734152.1,2,0.07821818
118438.914,0.22634324,0.5798201,4.0371923,375164.97,2,-0.11743598
131501.47,-1.2579212,3.0245292,6.876803,1.1061415e+06,5,-0.07348021
134007.77,0.5627955,2.9743586,2.8992944,236063.16,2,-0.00048052796
122860.67,-2.4967313,2.748108,2.7506833,376983.78,5,-0.2899616
116275.18,-1.7732431,2.1674628,3.7986426,294667.06,3,0.07255656
122410.234,-2.906714,2.29511,2.2015178,139824.77,3,0.20327629
120523.945,-1.9233505,2.8288188,2.6727593,244778.5,3,-0.013750368
122665.2,-3.5491183,1.2933534,3.485469,194952.92,2,-0.12399031
131254.45,0.92628294,0.65918314,5.436134,626552.56,4,0.08711006
115698.11,1.091093,2.8616593,5.8832636,815004.56,4,0.015992973
118443.695,-2.6273913,0.30037904,6.5730357,1.7901516e+06,4,-0.07801353
115163.68,-0.14661396,2.1835093,4.3463364,340144.78,6,0.08140301
128806.4,-2.7209382,2.6929207,2.0285444,610683.8,2,1.2528476
124891.86,0.41828728,2.2014832,5.2446737,719649.75,7,-0.11273708
129028.62,-2.7447426,2.7035825,2.8479142,241609.84,2,-0.21920209
115959.56,-2.244352,1.6726263,3.3422523,363274.25,4,-0.16815825
117799.695,-1.9390644,0.043205023,4.600861,340692.28,2,0.018230224
122415.96,-2.995126,3.1121032,2.9768856,155658.28,2,-0.037931312
118185.72,-2.8900082,0.34939492,3.3044577,178003.42,7,-0.14569668
123205.92,-3.1736982,2.8370528,2.0354233,163517.4,3,0.10191826
118207.16,-4.6280136,1.95663,4.2549763,267510.06,3,-0.260083
115898.98,-3.4598384,2.0695305,3.9486246,259391.55,3,-0.09729099
115857.88,-1.693252,2.443,2.243809,104211.64,2,-0.08323918
133127.22,-2.451189,3.0714614,2.8379884,315638.75,3,-0.26458123
132801.4,-1.3254913,3.0645895,2.5233624,133294.62,2,0.05253646
119997.85,0.26825348,1.8093566,2.787912,208672.12,2,0.33056423
119122.22,-0.8889896,2.892517,2.5477545,562564.9,2,0.32000428
115480.766,-1.935661,2.3351326,3.211993,636494.25,4,0.91218406
115474.734,-0.84618586,2.5783298,6.783494,1.1576516e+06,3,0.0009895077
125521.12,-2.721284,2.5734894,2.1613073,145711.77,2,-0.042888653
119459.055,-0.8458853,0.55915457,3.7668445,400790.94,3,0.10287089
126821.38,-3.4618661,0.7848204,2.1266117,132351.4,4,0.09386187
130668.48,-2.6488402,1.7115742,2.6286075,243535.58,5,-0.27287763
120447.625,-0.7759949,2.084578,4.8037686,716506.3,4,-0.18572867
124193.31,0.36320233,2.5226195,3.9438896,470921.72,2,0.008373017
120215.36,-2.9330492,2.8985882,3.1027179,290736.72,2,0.15180297
125830.56,-1.9233146,2.7464187,2.2792165,185810.7,2,-0.0802363
116391.96,-2.6473567,2.7657166,2.425933,156662.02,3,-0.0131052025
123176.48,-0.9503783,2.3821557,6.7986536,955887.0,4,0.034777727
131941.12,1.6534439,3.122097,3.364123,515641.7,2,0.017449426
127805.32,-2.0379639,2.5737884,3.3088331,475405.66,3,0.22235037
130452.086,-2.1840584,2.64023,2.6530929,134391.97,2,-0.092361405
125234.45,2.30549,1.6570162,4.8339243,728782.9,2,0.35144112
117496.78,-3.2546892,0.23466873,4.453535,426011.72,3,0.026842559
123194.42,-1.5434723,3.0411134,2.0112045,152182.12,3,-0.2543289
131785.33,-3.7665064,2.8852031,2.4046922,128274.92,3,0.00930965
131958.14,-1.965592,0.49143896,2.1508512,108365.96,2,-0.7372704
122633.41,0.8065386,2.7430217,4.9525657,419086.75,3,0.054127973
128231.68,-3.769501,1.9924488,2.5199623,146199.34,2,0.18036303
125212.414,-1.7398838,0.89605105,6.872244,1.2319561e+06,2,-0.06952136
122051.336,-1.4063076,3.0013568,2.9442086,630566.8,2,-0.055501904
119676.43,1.0925907,3.1162932,4.416373,435378.1,3,-0.00926074
119069.4,-1.8531733,1.3573288,2.607297,174407.66,2,0.89234287
125760.71,1.718171,3.0600703,5.703479,1.8183924e+06,5,0.084800996
120430.96,-3.0007396,1.2420028,2.1249034,101005.96,3,0.42438358
119786.07,-2.0977306,2.83081,2.5978277,565233.3,2,0.60660845
115477.23,-1.2354866,2.9779084,2.5246334,206735.61,3,0.02536786
118182.3,-2.4794023,1.2233255,6.044813,696752.75,4,0.05612025
115285.89,-3.3083985,0.27796888,3.8477373,276112.38,2,0.08464128
115125.805,-2.6851592,2.1712604,3.1331854,224094.19,3,-0.14439821
128688.6,-2.6845605,1.9333634,2.0724573,260323.52,3,-0.28159264
115296.85,-4.022954,1.5761775,7.2229314,1.4511486e+06,3,0.04465479
115598.34,-4.2911124,3.067649,2.582325,294673.88,4,-0.17717919
128979.945,-2.4865713,1.0231098,4.111966,400143.25,4,0.029203912
117842.42,-3.5946722,1.8188943,2.0145397,92682.93,3,-0.106290676
123457.57,-1.4701343,3.0130293,2.6533747,142200.94,2,0.0058751414
131706.6,-2.4999564,1.554839,3.6602116,236596.98,2,-0.06892742
134894.4,-1.1164597,2.8391962,2.298173,248614.53,2,0.14502388
117695.25,0.0654989,2.858226,3.594779,582081.7,3,0.063256286
127809.82,0.108383134,2.5488715,2.5813017,589443.0,3,0.60079926
121027.22,-2.0596316,2.510684,2.865941,286042.12,4,-0.20838946
121128.1,-3.0512564,2.4462717,2.1744208,203794.33,2,-0.26361617
129305.26,-0.5967436,2.7830992,6.461357,1.2396366e+06,11,0.024902541
129581.66,-0.33717534,2.667808,4.649637,457213.06,3,-0.06923028
115242.77,-1.861392,2.081851,6.1639366,1.6510808e+06,4,-0.08658969
123953.66,-2.394924,1.9487776,2.178501,128704.68,2,-0.9230732
118237.88,-2.313157,1.0271351,2.305552,143222.8,2,-0.31367546
125699.984,-2.9452238,1.6381398,3.6728969,209439.73,4,-0.19993578
116563.44,2.5574036,0.59332985,5.01026,651223.44,5,0.10101633
130866.1,1.2175993,2.1939912,3.7657366,423167.88,3,-0.22813106
123282.78,-3.173724,3.0138216,2.1684437,113650.07,3,-0.104778804
121824.984,-2.3888626,2.996751,2.6034808,327575.06,2,-0.036604833
118037.2,-3.9455113,2.3714936,2.2325158,208241.33,3,-0.012250079
116178.98,-3.3128922,2.2847562,2.48972,306618.97,8,-0.19929919
132080.11,1.009472,2.7415714,3.1109364,566176.94,5,0.2605563
117604.74,-1.6625563,2.9316669,4.4721537,665815.6,4,0.032422267
117381.52,-1.6777477,1.8495061,2.7713199,193621.08,2,0.23552337
121978.46,-4.0428147,2.4882946,2.7512105,603090.3,5,-0.57347053
115284.305,2.0756812,2.0170324,5.1548405,595225.8,2,-0.100967206
116588.68,-2.6558096,2.8697345,2.7936223,165050.9,5,-0.049548846
118179.5,-0.3883459,2.165684,3.115334,321030.44,3,-0.35457715
123198.71,-1.4633061,2.1467445,2.772709,238890.22,3,-0.22423546
122047.89,-0.66843903,2.3870537,3.3612971,332709.56,4,0.2736968
134980.64,-2.1397688,2.6852086,2.9305434,303460.6,3,0.25241587
121826.84,1.7252018,1.3688517,4.1829824,755220.8,4,-0.50638974
130267.66,-1.7490833,2.9346974,3.9747717,334767.16,5,-0.012799497
123980.15,-2.407535,3.111007,3.727963,211121.06,3,-0.0018944956
119551.31,-3.7386882,2.6606047,2.8301494,200350.72,2,-0.19623217
119455.82,-2.6083493,0.35022247,6.3932486,944490.06,2,0.032285854
124443.94,-3.4933,2.7319632,2.1485918,406928.44,4,0.35453564
118165.42,2.2306986,0.43383875,5.0180073,865169.25,3,0.12871224
122943.34,1.1303221,2.9199376,6.5148253,2.5890475e+06,5,0.5392691
117730.06,-3.0564559,2.7385154,4.9229317,560711.8,2,0.07217818
128227.35,-3.771712,0.11031127,4.798405,461343.0,2,-0.009226885
126666.36,-2.0769083,0.19956207,3.228382,153044.55,3,0.112062514
132597.8,1.7231481,1.7626072,4.5882735,980648.4,2,0.41096488
124009.46,-0.8411507,3.065887,2.803452,465491.53,4,0.38768712
133301.94,1.9561092,1.9852035,4.86187,709780.3,3,0.15096553
134861.8,-2.8543832,2.6899052,2.5087457,173591.23,2,0.09599314
131226.97,0.06743206,2.5555897,5.409599,1.6600912e+06,4,-0.36757618
130409.68,0.79510415,2.4903383,3.4836478,266033.6,3,-0.08086092
130718.29,-2.303708,3.0332818,2.3296163,305373.2,3,-0.29813695
125736.164,-1.1533066,0.3318137,2.3191953,296091.66,5,0.5274766
128522.57,-1.3473533,1.2955793,4.1263857,542141.8,3,-0.61064154
119555.64,-3.392142,2.5531538,2.1630545,110445.57,2,-0.058684308
131065.195,1.3561481,3.0966187,4.560721,1.1602465e+06,3,-0.2334264
128636.38,-1.9132934,2.744801,2.0126872,611327.9,3,-0.6059551
122611.18,-1.8878654,2.8045459,2.2776802,132303.98,2,0.098618135
127771.6,1.5429592,2.355595,5.35096,707556.0,3,-0.10031939
124866.016,-2.7644389,2.6567762,2.800583,164866.02,3,0.07551741
124924.69,2.7066228,2.8671792,5.546243,897876.4,5,-0.053300977
120634.47,-2.202852,0.2188003,7.7076707,1.7326632e+06,2,-0.01657218
132743.02,-2.5817623,1.0773288,2.13052,100237.24,2,-0.8046045
131372.5,-0.7877278,3.0997248,3.1464505,449815.44,3,-0.13871807
128618.04,-0.43775305,2.676301,2.4786344,436595.8,4,-0.5910749
118446.26,-0.09047457,2.913569,2.5541637,200525.97,2,-0.052789494
121994.74,-2.6604445,2.2742896,2.9084175,175666.06,5,-0.29747134
128456.32,-2.442322,1.3285708,3.6884184,278681.44,4,0.09262587
116127.09,-2.5766442,2.4112704,2.711463,467071.12,3,0.5480061
121898.1,-2.5844123,0.48670354,3.1666617,268852.0,3,-0.09967411
125668.19,-1.6380664,2.9093027,2.2321103,313626.28,5,2.5119238
129383.45,-0.8373242,3.1127741,3.2349076,203658.94,4,-0.053245522
132995.16,-2.5060604,2.509324,2.0318103,159790.8,3,0.2572765
128714.24,2.8998764,2.5084426,4.5150676,1.3375612e+06,3,0.6590722
115744.84,-1.340422,2.9957085,2.8563628,181295.12,5,0.0009169933
131832.73,-0.9406898,1.7617528,4.6626196,388147.94,3,0.09779137
124036.7,-3.1533444,2.087566,3.4855938,1.1133135e+06,3,-1.3749375
121553.65,0.50550455,2.5114365,3.4795425,276537.84,5,-0.10848207
128398.18,1.0069097,2.9481397,4.401477,398593.47,2,0.023823053
131475.34,1.3026094,2.329177,6.001874,773503.6,2,-0.09409979
123292.25,-2.833432,1.4160765,2.5336614,116604.9,2,0.09786241
133790.98,-0.7275617,1.4467801,3.6687605,529770.6,4,-0.44600844
126227.42,1.0526248,2.6315417,6.0935917,1.0959234e+06,4,0.12777558
115958.48,0.054752752,1.5484817,3.4487956,254665.36,2,0.23792455
125888.77,1.5543276,1.932201,2.0395653,323075.75,2,0.74701726
128445.73,1.7771083,2.6713727,4.606834,1.04848325e+06,2,0.24732657
122775.51,-3.8628678,1.6566085,5.8835135,729223.4,3,-0.007108712
117759.42,4.3242745,0.79626375,5.76245,985723.3,3,-0.110040426
127105.11,2.5242975,1.1575319,5.8689957,813365.06,3,0.08387367
122629.09,-3.6693456,0.8630719,6.4875135,1.1457692e+06,3,-0.009734318
121553.445,-2.3770778,2.2549088,3.2033498,239514.73,5,-0.52671015
116843.164,-3.2415612,0.40629673,2.5826845,144890.97,5,0.08730334
118979.28,1.7089678,0.26551747,4.8787804,953768.6,8,0.072557084
128385.4,-3.5665257,2.7471237,3.7623787,480795.9,4,-0.11116888
128810.055,0.23170182,2.3462098,2.8175101,718813.7,2,-0.8374199
116429.83,-3.1253924,0.74486864,4.781742,462822.72,2,-0.105680354
118754.15,-2.79382,2.6898308,2.8758574,419671.22,4,-1.0449898
126506.195,0.2149141,2.952827,2.6690707,332948.9,2,-0.066769175
121766.6,-2.363045,1.7119882,3.3561556,272121.06,3,-0.2468387
127101.31,-3.7201235,2.3046646,2.4088078,255339.75,3,0.031407423
129704.91,-2.3464034,1.664868,3.8657634,239145.5,2,-0.070201345
126699.36,-2.419513,2.8205729,2.2199645,191795.05,3,0.1904754
121799.17,-4.0140605,2.291784,2.083093,190249.16,4,0.09164066
119701.875,-2.3213966,2.98377,2.1197162,125730.805,2,-0.029620634
123657.586,-4.418072,2.9397998,2.0935252,148395.67,2,-0.19061562
124704.05,-3.6765144,2.8806672,2.2921114,159149.02,2,0.18058684
120889.77,-1.1527938,3.0525153,4.9408474,566986.9,2,-0.020095905
128624.03,-3.0101764,1.5897199,2.1921117,105160.984,3,0.32696122
129619.23,-1.4725933,0.864068,3.485612,227266.6,3,0.08814523
125250.42,-2.035037,2.8548636,4.9856424,712569.75,2,-0.09725473
127492.125,-3.0153787,2.9186072,2.7495022,164908.73,2,0.105947986
123319.766,-3.5078561,0.3594725,6.969232,1.3906579e+06,2,0.11424925
115251.57,-0.03154045,2.4621792,4.995249,661427.4,2,-0.070306204
130460.13,-2.541253,0.7587931,5.675805,649513.3,2,0.10228245
117669.555,-1.3609325,2.1611304,2.4149437,204897.06,2,0.28772068
120374.836,-3.1954072,2.9130921,3.5318007,281965.16,3,0.38200366
125110.19,1.3073738,2.7297819,4.9582787,491641.2,4,-0.07187346
125344.7,-3.5572546,0.76421005,3.370813,327972.97,3,0.30130145
125181.48,-2.4876542,2.5299273,3.1799202,201888.0,6,0.16155627
120007.94,-3.791554,2.5708838,2.212752,207698.34,3,0.08907005
120425.414,0.8875398,2.6720376,5.7865505,1.07448e+06,2,-0.035333075
120774.336,-2.5660343,1.2937483,7.3905926,1.8542491e+06,3,0.0709899
122337.59,-1.6864821,3.0682914,4.1738358,361424.8,3,0.016122192
123319.49,-2.7371027,2.8123167,2.449267,221748.69,3,-0.14341116
127855.55,-0.37667906,2.744656,2.9271908,232795.27,2,0.0758299
115458.81,-0.5950626,2.4074538,4.4287577,442340.1,2,0.11973543
129958.875,-1.4817994,1.0484246,2.9513593,164458.1,2,0.28903535
119131.46,2.874811,0.48320836,4.6011558,557542.3,2,-0.065868
124973.73,-1.7495761,2.778382,3.5631049,915272.8,4,-0.43662146
119217.984,0.21880935,2.0282793,2.755902,196439.53,3,-0.27319387
116694.26,-2.8223886,0.7597139,5.3364553,549489.1,6,0.072463125
115690.31,0.27738178,2.5623887,5.4969006,1.2030541e+06,3,-0.13941549
128401.72,-2.1057637,1.1920187,3.631835,276958.34,5,-0.16309427
118298.24,-1.4781846,1.6106048,2.3323343,136396.89,6,0.29323933
123665.55,-3.140922,2.977765,3.6207292,344350.84,2,-0.02307892
117875.11,-2.9311914,2.8562272,2.4776483,203667.44,3,0.030597346
118827.49,-0.597293,2.2057536,4.631824,651220.94,3,-0.1870154
125220.08,-1.6736027,1.2240275,2.3985586,175460.02,3,0.27390948
118567.68,-2.051579,3.0025985,2.4975557,252549.22,2,-0.015675819
125736.2,-1.3318166,2.701421,4.0282807,300539.88,2,-0.095036
133269.42,-1.7630228,2.4939544,2.4063134,378773.1,4,0.40826344
123413.47,-0.91333336,2.452855,4.039797,366616.84,4,-0.042133648
127678.07,-0.72054344,1.66488,2.4544532,159322.17,2,-0.3585132
117004.78,-3.212203,3.0667033,2.0432549,216011.38,2,0.06370763
133392.95,-2.3958967,0.030317545,5.7238827,625737.5,3,-0.007071599
134993.11,0.49957305,0.2847135,4.132081,367502.28,4,0.08361205
127784.336,-1.3155541,2.0863607,3.2054002,218711.14,2,-0.1696728
117468.41,1.6754999,1.6352991,3.569529,542125.4,3,0.2883489
132630.52,0.3939005,3.1274087,4.23591,2.6979015e+06,8,-0.49692157
115230.47,-3.6971405,2.9360635,2.0014467,213246.86,3,-0.0050469376
134899.53,0.17147012,3.1219428,6.2905383,1.02653606e+06,3,-0.02336079
116844.08,-1.272357,1.5023367,5.6823006,1.8050336e+06,6,-0.30228359
118087.734,-2.353547,0.30942357,2.4732583,176149.81,3,0.16715166
117019.555,-3.250675,3.1330104,2.333231,384189.47,4,0.14321057
121790.74,-3.0522783,1.6938466,3.2542958,172435.47,3,-0.30932248
123941.766,-1.0388966,2.40189,2.439997,196391.08,2,0.1403219
131936.42,-1.5998038,2.8679988,2.856315,166921.22,3,0.15797333
126133.51,-1.0005745,2.9078271,2.9828577,714451.2,2,-0.23732553
129196.88,-1.8926463,2.1559625,5.5680795,621591.75,3,-0.00011693535
129494.484,-3.5739958,0.47694576,4.598589,444830.53,4,-0.049732104
120439.5,-3.1726665,0.65418017,3.0311227,142112.53,2,-0.08709906
125246.31,-3.4673028,2.9631276,2.0141912,246224.2,2,-0.13307703
124978.82,-4.1852875,2.2708168,2.502019,121543.53,2,-0.24186191
123028.35,-3.2433102,1.3421829,4.1725545,459009.22,6,-0.30038172
118724.76,-2.2513998,1.9687935,3.412849,249017.05,3,-0.13815519
118791.36,1.8112305,1.8115953,3.1199174,402575.78,2,0.4789669
117126.99,-0.33382705,2.4576654,2.0891798,180379.5,2,0.16972096
133701.94,-3.4459188,2.750357,2.0741394,403089.53,6,-0.2682912
116318.766,-2.9180126,2.172742,3.005188,431001.44,5,-0.33228898
121671.16,-3.1627731,2.7404506,2.0341096,231722.48,3,-0.2391252
129598.49,-3.17422,0.33925915,2.4004514,369697.47,6,0.3124259
132093.58,-1.9828882,2.1226575,5.927207,933943.44,7,-0.005459414
124085.55,-2.683078,2.658121,2.6046872,475932.6,9,0.3559398
130420.24,-0.4648097,1.5525931,4.775675,369012.28,3,0.14014836
128733.664,-1.9304338,2.7483184,3.7442446,514617.34,3,-0.021913279
118116.21,1.7184286,0.0987432,3.5111597,272025.2,3,0.016255375
121877.79,-1.674677,1.5748162,3.1124167,226389.5,3,-0.11643246
123070.945,-1.1719111,1.9212141,4.756392,631484.94,2,-0.36834142
117591.234,-1.5445986,2.075828,3.4267354,180152.89,2,-0.0948471
122399.1,-0.22413951,2.4541237,4.260911,732793.44,3,-0.14219902
122029.766,0.27515966,1.6235372,4.5640655,773811.2,4,0.45507577
128587.96,-2.8853655,1.7618599,4.0958734,364105.3,2,-0.009507117
121307.28,-1.6015815,2.7712681,3.0288687,209187.03,2,-0.056205876
124400.81,-1.0892344,2.5731618,2.1832962,213570.5,2,0.31785604
125637.43,-1.1210914,1.5404208,2.1945982,210919.53,5,1.2566315
116741.87,-1.5791255,2.8362203,3.8014169,562197.8,2,-0.044372234
124284.22,-1.801696,1.2023884,2.2542381,154688.69,4,-0.3421944
121198.13,-0.3527939,0.6782515,2.5675664,272384.06,4,0.16122907
126282.88,0.9205194,1.7008686,6.0766115,1.241003e+06,7,-0.15902302
127380.0,0.5674023,2.9842453,6.558426,2.3843442e+06,4,-0.2733291
128000.67,-1.7925879,2.6197627,3.790517,590724.9,3,0.3212008
124545.92,1.2016933,1.9850878,4.979372,680386.7,3,-0.1579313
121050.48,-0.30504885,2.912524,3.3608859,191203.28,6,-0.011920903
131688.84,-4.4378295,0.09307921,3.3823605,220258.36,3,-0.01778115
120274.83,-0.6657056,3.118375,3.2253318,341891.75,3,0.07134819
120376.51,-1.5535227,2.810801,3.6922195,361847.44,3,0.17906037
127451.086,-0.23771645,2.7397027,3.570176,841524.0,6,-0.12103993
132545.94,-3.3906827,2.7236583,6.565714,993979.8,7,0.030666832
130907.73,-2.642059,2.7220824,2.952489,321046.3,4,0.30058014
115681.29,-3.0434494,1.3765866,2.42454,159898.97,5,0.69461626
132849.25,1.9695764,2.9444976,3.785009,688725.6,3,0.035615776
120073.3,-2.7836432,1.9004034,2.5681715,213839.55,3,-0.23725705
118952.33,-0.3795174,2.5490005,4.835394,870973.4,4,-0.115770794
118637.2,-2.6232538,1.4894668,3.5727742,330806.56,5,0.15811087
127352.47,-0.5468333,2.9574425,2.4941864,742419.75,3,-0.42828193
131682.34,-2.5094914,1.2100753,5.1861544,572322.56,4,-0.113522194
122909.15,-1.5296086,1.6103213,2.064222,178687.16,2,0.3819033
126972.516,-1.9708772,1.8655039,2.6213179,232636.12,6,0.5401948
118787.19,-2.3798926,0.13785064,4.77488,508316.12,3,-0.085181996
126336.81,-2.5462134,2.0546238,6.58595,990935.2,2,0.0050627547
124964.91,-1.9718276,3.0647097,3.0791209,234965.67,3,-0.00079093623
128360.77,-1.1129937,2.8080697,2.85292,689198.2,2,-0.49699315
