HiggsM,DNN_score,DPhi_jj,Eta_jj,M_jj,Njets,OO1
121110.44,-0.6843774,3.1260927,2.8036926,232383.77,3,-0.061302997
131662.12,-2.8891895,2.159473,3.0251217,213372.64,5,0.27712622
129938.15,-1.0977103,1.6870607,5.0485716,561669.2,3,-0.07891016
117969.375,-0.893532,2.9329531,5.0109124,680456.44,4,-0.18887918
132773.56,-0.35145134,1.029034,2.7017303,280202.9,2,-0.78569597
118743.695,-3.921223,1.8406594,5.8928413,638909.5,3,-0.037642445
116042.08,-3.4258113,1.4149559,2.540614,111340.445,7,0.07977214
131709.97,-2.1684527,3.1282935,2.2379103,638094.3,2,0.036055755
115014.12,-2.0531642,2.8031592,2.5575128,292822.75,3,-0.16173406
128620.195,0.35835,2.2353656,3.1398177,356823.9,4,0.2014313
125364.15,-1.6039052,2.2107623,3.3354726,225976.16,2,0.13812605
126273.64,-2.3122346,2.516302,2.2248836,131783.42,2,-0.0772288
132885.05,-2.075666,2.2291613,4.2714353,384087.5,2,-0.10396086
131081.0,-1.997868,2.7894776,3.333259,251184.89,2,-0.02544818
124235.61,-1.3476536,0.95930916,2.3941932,99059.95,4,-0.21738157
129946.58,-2.9870062,1.082066,3.147767,323637.7,3,0.5648338
123900.8,-0.76441866,2.6896691,3.7017918,232498.19,3,-0.05287858
122992.27,-3.507264,1.1421733,2.8474624,248092.8,4,0.26985395
117910.69,-1.0890173,1.8276708,2.3541172,248800.22,3,-0.27077726
117046.37,-4.311271,2.3064206,2.207459,297053.1,4,-0.039181773
123795.58,-3.7718394,0.6155949,2.3704824,171236.23,4,0.14366281
118566.484,-1.6733171,0.011434853,2.660944,505595.2,3,-0.03141949
134285.84,-0.23634835,2.8369923,2.6466713,207482.72,2,-0.100055054
119345.32,0.71752685,1.9571098,3.057673,267341.9,2,-0.25467375
126896.87,-2.6233575,3.0219047,2.3470826,144380.23,2,0.057727903
134290.2,0.0011345862,1.7312225,4.456823,582052.06,2,0.13077614
116526.31,-3.7266233,2.7445643,5.281144,540015.2,2,0.06432454
118645.41,-1.0048368,0.5168283,3.0447528,191587.44,4,0.027929788
116437.95,-1.5329473,2.2305055,2.1454234,188414.98,3,0.20898786
125681.86,-3.0438147,0.02681166,2.7111611,122682.55,2,-0.1313519
123625.9,-0.99243397,1.3374143,2.7585044,193188.14,3,0.23046419
120963.34,-3.6458452,1.2529418,2.843616,146676.75,3,-0.15001372
127102.19,-2.5194197,2.5825987,2.310125,269302.62,5,-0.42286217
131406.05,-2.160702,0.17630267,6.553732,928665.5,6,-0.12162382
131458.84,-2.1034834,2.6134794,2.9146461,281574.72,2,-0.1385688
123223.7,-3.0867977,2.8287091,2.053412,105416.625,2,-0.086491816
121717.016,-2.8876593,2.8482785,2.2346005,116989.55,3,0.02119024
122664.85,-1.1952411,2.2421384,3.4879942,336077.84,2,-0.29592332
128274.53,-4.5153356,2.2535746,2.1267827,447405.3,6,0.60414606
130584.74,-2.174693,0.10695422,2.2608628,148539.56,4,0.5302318
118781.86,-1.1410176,0.34758258,3.0097013,244815.81,7,-0.18056212
115723.78,-4.1485343,2.4364138,3.7205725,326885.8,2,-0.15092152
132491.89,-3.472729,2.7549446,3.283238,270832.6,3,0.03797283
124733.65,-2.7504554,0.3121276,2.420397,436013.75,3,-1.2650069
116007.875,-2.244536,2.820105,3.1047654,199226.36,3,-0.18042158
133415.25,1.0845009,1.3807813,2.4460535,341267.66,2,-1.0212827
120140.74,-2.6530724,2.9275844,2.873871,159194.4,3,-0.065256014
128003.23,-3.48021,2.452585,3.5715866,194569.78,3,-0.0444434
116460.14,0.4305668,3.033135,3.9273853,1.8481984e+06,2,0.25205752
116905.74,-0.9920185,2.7197583,2.5033562,157104.52,2,0.020278452
117445.875,-0.36898366,2.0466099,4.0054564,337396.44,4,0.15645258
121614.44,-0.09437733,3.090073,3.414164,291168.34,3,-0.065502666
127843.15,-1.8993441,2.7840154,3.9701693,564035.25,4,-0.34636006
125895.89,-2.1043003,2.5438852,2.0871127,128648.19,2,0.11850317
118283.71,-2.8513496,1.5550416,2.6177423,255320.23,4,-1.1425141
122431.64,0.36060482,2.0860405,2.1032405,448005.9,3,-1.9527655
122309.12,-0.81577486,2.9496264,2.3992798,293920.75,3,0.028362038
119940.42,2.6489108,1.299517,2.8880692,328960.62,3,0.42597765
116536.9,-1.3225856,3.1179698,2.1786609,182210.28,2,0.048720784
129665.07,-2.057763,2.2931278,2.195731,149636.05,3,0.07689067
115115.125,-0.79059464,1.5255253,4.098854,406960.44,3,0.11804849
127099.195,0.4856439,1.6046445,2.4135714,187161.08,2,0.39950493
132008.9,-0.4229835,0.010081887,5.109524,475579.3,5,-0.0591304
119950.35,-2.1451046,3.0124338,2.5046637,178967.11,5,0.011984892
121180.266,-3.0547376,2.7624123,2.2838018,202245.69,3,-0.057304394
126891.555,2.9946563,1.2383574,6.3125544,2.0948696e+06,3,0.37600142
131674.4,-1.8897333,1.8083934,2.4651074,182638.94,2,-0.6258937
121864.85,-0.1325939,1.1287504,6.050863,817417.75,2,-0.08295336
116599.74,-2.858425,1.326857,4.81819,354813.03,3,0.01017077
129506.445,-4.4239464,1.2751361,3.3825223,294463.22,7,0.1808408
129517.56,-0.9913594,2.4457726,5.0290065,680833.44,4,0.111767955
116306.02,-2.7995324,1.1254414,3.7370725,530825.5,7,-0.12089748
125222.625,-1.5710342,2.7341495,2.029949,176713.58,2,0.10981174
133555.88,-2.9786854,2.3265548,4.1064386,339036.25,2,0.060213998
115628.414,0.5468946,2.318185,3.1444335,722299.4,3,0.66382223
116408.21,4.6872,1.5882589,6.1635556,1.4202469e+06,2,-0.19164687
125893.07,-0.9800061,2.3988519,2.7286587,257042.0,3,-0.23279947
119656.875,0.2166341,2.5664687,6.048524,676840.1,7,-0.03021846
121396.625,-0.58464855,1.6610323,3.668347,236892.28,2,-0.2611632
124067.66,-1.9624156,0.87538886,3.2857263,188006.86,2,-0.078982174
118334.87,-1.4432582,0.77361655,2.4544396,145081.7,2,0.16121757
123968.305,-4.022673,2.8204625,3.1387966,214331.23,3,-0.020239169
119370.52,1.7928276,1.8879273,4.987465,613220.25,5,0.123983994
124887.43,-0.2357718,2.7288618,4.3457384,1.0520632e+06,2,-0.24958271
121441.555,-2.133749,2.41953,7.077626,1.493444e+06,4,-0.018042926
127928.8,-1.9989883,1.2340196,2.2040339,594595.9,5,4.7982016
115327.05,-0.7912455,2.15735,5.704656,825550.75,16,0.02693053
132546.22,-2.697012,2.0573504,2.708558,140923.44,4,0.17716916
134311.2,3.3379354,0.40686446,4.7438183,843646.0,2,0.118665
115045.12,0.5828256,2.1707292,3.77371,514701.03,2,-0.1716285
120351.625,1.0489329,2.8339384,2.4889493,671711.75,3,0.23900437
115580.516,-2.4210656,2.9730527,2.9847693,420033.16,4,-0.15845028
126127.51,-2.023429,2.834546,3.184584,232307.17,4,0.02325631
115497.28,2.8286006,2.9060793,6.2343016,1.7435335e+06,2,-0.0055640303
123842.8,0.41918507,3.1315355,2.5088794,848966.75,3,-0.18980703
117341.01,-4.322062,1.176602,3.4180217,205743.67,4,0.2949492
121777.76,0.4128932,0.8043591,4.9917955,803695.06,5,0.12018977
119533.42,-2.5899482,2.2434006,5.37959,612390.44,2,-0.058599707
126619.95,-0.30502692,2.0120583,3.9911385,311822.78,4,0.103513256
123389.51,-3.1483579,1.8602111,7.764485,1.6577405e+06,5,0.02393384
115753.695,-0.20874558,2.8796756,4.2860785,461659.6,2,0.12162734
131982.03,-2.2872076,2.6499941,4.873747,346996.06,4,0.051537607
123226.5,-2.0393627,2.3371546,2.0619674,147035.19,3,0.03191369
127000.42,-3.599713,3.027901,2.2435865,254931.0,2,-0.02559696
125935.44,-0.42107216,2.7910962,5.321521,570506.5,3,0.0066145207
125642.3,-0.6209461,0.5585078,4.1030774,286151.0,2,-0.049461406
118487.375,-3.5678558,2.8959658,2.7926407,175945.4,3,-0.019109752
127324.625,-3.1397905,2.9325664,2.1453156,103450.695,2,-0.032804154
122402.72,-2.3039694,0.468602,5.4024067,480307.25,5,-0.041985705
129508.53,-1.3637826,2.6400793,2.140305,1.3093789e+06,5,3.246285
126474.914,-2.5799823,3.0850153,2.1637952,232792.42,2,-0.022158902
133793.69,2.2030478,1.9516189,5.6763344,800621.2,3,-0.13320056
122970.43,-1.7506925,2.5418844,7.5147476,1.525902e+06,5,0.027931053
134609.2,-2.8217688,2.1725595,2.1820989,229658.36,8,0.048364036
117986.945,-3.6503253,0.7333602,5.7944937,711313.4,4,-0.016770843
116499.9,-2.9193425,2.7174165,2.5118876,155888.23,4,0.0027243923
129597.46,-1.6590731,3.0608957,2.100662,491485.12,6,-0.22838902
118062.1,-3.5039263,3.0418923,2.205111,453387.53,2,0.0678378
130466.22,-1.5708097,1.7693027,3.035611,266291.28,2,-0.6263844
120283.23,-2.5079267,3.0010784,2.4394646,273484.7,3,-0.2601485
133544.17,-2.226556,1.241278,2.8833518,142450.3,2,0.2713089
134893.88,-1.166425,1.2397771,2.670314,179377.53,4,-0.33697015
118783.97,-2.1597974,1.517659,6.2185626,724202.44,3,-0.057405055
119717.51,-0.85604703,2.473821,3.611764,243452.44,3,0.07927206
116557.766,-1.2424557,2.6355257,4.6655045,688211.56,4,0.10700256
125491.664,1.2354368,2.7967248,4.6901264,853796.75,4,0.1969263
128916.266,-2.4512382,1.025384,2.4173512,192656.83,7,0.1875166
124992.27,-2.637923,3.00456,2.7153876,144238.27,2,-0.027303914
124406.4,-2.5762353,2.811217,2.1571624,250829.88,3,-0.32132226
118529.39,-0.3025351,1.8929633,4.50773,345920.12,2,0.100106806
120148.32,-2.6496282,2.5474186,7.4833183,1.6243061e+06,4,0.08609052
119146.01,-2.2197275,3.0806463,2.380189,155184.86,2,-0.0014651453
123478.48,-1.9718822,3.0844398,2.3247223,862601.06,3,-0.097201385
123018.86,-4.009106,0.70658445,2.178273,677873.9,5,-2.2982206
118807.08,-1.0517975,3.1257555,2.3148131,172579.66,2,-0.01081324
130102.83,-0.25316632,2.5251098,4.089693,410824.16,2,-0.062655106
119905.27,-2.8670197,2.8139336,2.5595467,227804.56,2,-0.16430518
127190.9,3.0664499,0.5432458,6.089118,808898.5,4,0.054149315
134762.55,-1.6059449,2.515581,3.7948399,1.5274408e+06,4,-1.1460358
119951.5,-2.8578303,2.7801178,2.786854,207811.81,2,-0.16406922
118059.03,-1.867349,2.8275375,2.269504,309599.22,2,0.19145475
119526.16,-2.0501595,1.8067921,2.8933809,1.051294e+06,6,0.39971584
117820.15,-1.9741137,2.59263,4.7290306,392419.28,2,-0.07437547
116943.875,-2.6769457,2.3744469,2.666537,439774.7,4,1.1678091
124635.875,-1.6335751,2.8873444,2.390058,150967.36,2,-0.06209101
130157.95,-0.41483507,2.1291685,5.9285345,1.5095186e+06,5,0.0070948014
131787.75,-2.5054934,1.6710643,2.7181687,131429.67,2,-0.50731105
125383.93,0.96811897,2.5943644,4.3862066,357365.44,4,0.079301685
118706.05,-2.9880452,0.8597522,2.9970236,181405.61,4,-0.14010441
133165.86,-1.8314376,3.089917,2.1705441,124443.625,3,0.04681314
134558.77,-2.2305958,2.4900382,4.2247124,367477.06,2,-0.09539612
116513.1,-2.6989362,2.7383862,2.9569464,420408.1,3,0.16429605
122302.19,-2.4536278,2.483544,2.0941353,189194.6,2,-0.17455615
122563.94,-2.469427,2.0894625,5.9148707,1.330994e+06,5,-0.023659166
115950.64,0.35834816,1.6622425,3.0409796,285350.34,4,-0.30394894
123924.625,-0.29306692,2.991209,2.9838533,253434.03,3,0.0043078912
129559.44,-3.4245653,3.131033,2.481532,301931.9,3,0.15468027
119760.55,3.1696458,2.2849061,5.4762845,802609.8,2,-0.12085061
129352.766,-0.4808042,3.0628264,5.9999046,924975.94,7,0.013048319
117914.01,-3.2291756,2.978433,3.6988387,433174.72,3,-0.096020274
133839.8,-2.698,0.26016402,3.0009573,150239.42,3,-0.2511934
126405.2,-0.12160617,2.3914642,2.0646152,193661.48,3,0.24671648
115076.54,-0.019441864,3.0392146,3.6652925,472810.56,4,0.03161428
116637.8,-2.2145836,1.4368532,3.5957258,257163.02,2,-0.08137591
116922.35,-2.7209125,1.7786517,3.479882,196379.97,3,-0.1247652
131101.81,-0.73470545,2.9601972,4.9666114,735512.8,4,-0.036888406
134535.69,-1.4457915,0.7378717,4.1024566,284189.25,4,0.18530431
116494.33,-1.5823408,1.5570135,3.290916,220151.22,2,0.40175495
134299.66,-2.0864408,0.37392038,4.644571,456556.97,3,0.040035177
119911.84,0.152856,2.5639133,2.4265566,399801.1,3,0.50793016
126648.99,-2.9379404,2.7165945,2.9952826,626039.44,3,0.23578987
120216.34,-0.6162726,3.0022657,7.196061,1.3292641e+06,3,0.044147942
127840.82,-3.776919,1.6631871,3.8234918,312539.75,4,0.082225546
131081.03,-1.5704752,0.6535377,2.1495032,139923.06,6,0.5620323
115017.016,-1.7551596,2.555028,3.2503767,239015.89,2,0.22041276
132042.2,-1.4683353,2.721158,3.3593185,278294.9,3,0.0044014384
118924.27,-3.8132172,0.97539175,2.2172365,104278.03,2,0.20095159
133797.27,-2.6338022,1.6648213,3.9852839,347312.72,3,-0.12833028
124218.484,-0.6209092,3.0920339,3.9792314,433844.62,2,-0.068654194
118517.12,0.8082297,3.0310254,4.7629128,566906.1,3,-0.063076966
126180.9,-1.5946172,2.629675,3.1983714,187694.55,2,0.07628778
115153.5,-1.6393862,2.7200222,5.9397097,610277.5,7,0.10921255
122950.45,-1.7291672,2.613472,3.6637578,295255.22,2,-0.094795525
129394.05,-1.6247957,1.6753682,3.642218,267186.3,4,-0.32491997
133244.52,-4.0326953,1.6001887,2.3855867,143721.75,4,-0.19272979
132919.08,-2.8312483,2.94403,2.0004172,271719.2,3,-0.051352285
117562.09,0.17709164,0.071903825,3.6014128,254673.05,2,0.023396282
118747.39,-2.784846,2.8075573,4.549947,315677.6,3,0.25509635
128773.64,-1.6162926,2.8591943,2.1280632,209219.5,3,0.06988798
125148.086,0.031544935,1.10705,4.54653,346294.8,2,0.101915926
123609.09,-2.4971776,2.4526281,2.1385612,138187.02,2,0.18280125
119993.37,-2.27388,1.589556,4.608767,823512.56,6,-0.29786104
116134.17,-1.162892,0.7648947,3.1121418,232740.38,2,0.13062243
128610.38,-1.3747152,2.647313,2.633962,154539.12,2,-0.094864406
118856.58,-1.1854753,0.05966282,5.836292,707743.56,11,-0.0017769132
124739.12,-3.6648266,2.7416828,2.3987055,627457.06,7,0.517632
133725.56,2.8387303,1.36362,5.634882,686308.5,2,-0.105481386
119117.18,-3.0842175,3.0417662,3.1293585,494527.6,3,0.24395469
123556.41,-2.3051953,2.612638,3.8376536,231973.72,4,0.11034176
132216.77,0.0454952,2.348973,4.2148438,354169.62,2,-0.11576655
121823.65,-2.3348289,0.68273365,2.559832,130041.62,2,-0.1751275
122352.98,-3.640595,2.3173804,2.0999115,300504.03,5,-0.46905407
119735.46,-2.570356,1.8430187,2.1737776,144390.67,3,-0.254697
134205.64,-0.12671573,2.0455904,4.6543927,820525.2,2,0.38168254
116389.66,-2.5140421,2.9371126,2.3834646,559810.44,4,-0.37665984
127312.6,-3.358946,2.9502938,2.36911,168646.64,5,-0.23226014
119098.89,1.6046132,2.066779,5.428758,827070.25,2,0.13871436
115958.35,-1.0143442,1.781523,2.5943713,401886.28,2,-1.120372
126678.24,-3.1369202,2.4869733,3.7531233,295681.44,3,0.06457464
126930.89,2.1295018,1.1034632,5.964964,1.00838606e+06,2,0.13490458
131203.69,0.3676524,2.416056,5.804714,1.0392156e+06,4,0.032322317
131009.61,-2.8553567,2.2461972,2.077723,149235.3,5,0.7167598
117962.16,-2.8088145,3.1199243,2.0642133,116552.516,3,0.029111108
121676.99,-1.0583191,0.1807406,3.3026702,280935.3,2,-0.013564258
134086.05,4.1090097,3.0334883,5.9084587,1.243187e+06,2,-0.027575618
120791.44,-1.7358981,2.3362696,4.0319214,278867.88,2,-0.026315141
129575.63,-0.5031612,2.747983,2.9312,292329.7,2,-0.14671962
118326.92,1.6144873,3.0749128,6.567028,4.0106085e+06,4,-0.20383446
125213.516,-0.87123996,3.1186967,2.0714748,168546.38,2,0.02193524
127417.88,-0.7388116,0.97712255,2.6773384,151640.6,2,-0.19183275
119281.11,-3.0017426,0.22945088,2.682258,120257.61,2,0.06603332
122934.305,-2.5118403,2.4196386,5.9688363,987017.7,5,0.023526266
119922.17,-2.2386916,1.6839473,2.9977245,595374.2,7,2.0344129
117914.016,-1.9687617,2.932946,3.9642005,235235.27,2,0.006221466
134776.64,-3.4770422,2.7209456,2.3911107,216927.44,2,-0.14925149
117116.95,-1.9686292,3.1197546,2.0037527,2.269452e+06,2,-0.17637804
123086.3,-1.0570216,2.9455295,3.577036,309108.72,2,-0.09020134
122121.5,-2.7482347,2.8523645,3.88751,270582.88,3,0.016574068
132324.14,0.7949394,1.1659391,6.747818,1.2864755e+06,2,-0.13176839
127853.98,-2.5965984,0.084827065,6.3766594,1.064413e+06,3,0.031057613
117173.33,-3.7447727,2.646062,2.0161874,151944.77,2,-0.019449294
115773.46,-2.892806,2.43062,2.190141,275441.62,2,-0.82814217
121354.97,-1.7664993,1.0808228,5.4134903,1.0704971e+06,4,-0.1273831
115095.84,-1.5022999,1.2092105,2.5480013,293174.9,2,-0.9518635
115213.7,-1.6210382,2.9919558,2.5779858,231099.22,2,-0.050431833
118181.2,-0.99916905,1.5423087,2.9885921,210175.11,2,-0.16840927
124205.9,-1.1442076,0.92146933,2.0467596,102845.24,3,0.21520406
122071.23,-3.060388,2.9108007,3.8326,309240.16,3,0.64226174
134299.27,-0.3935864,2.2503638,2.5511644,337275.6,2,0.3960367
130096.586,-3.4118226,2.1818871,2.1503687,114520.555,2,0.13848282
122876.055,-2.3265407,2.1938112,3.4986494,412431.28,2,-0.38272375
133741.14,-2.8851757,0.5338906,3.0448565,173853.36,2,-0.07647614
134490.2,-1.339556,0.12400353,2.954525,288840.0,4,-0.3145467
117633.164,-1.1533158,2.4590492,2.385863,255237.73,2,0.15922084
119615.86,-0.7848561,2.925148,4.412355,689658.5,2,0.07471816
128370.32,-3.1264796,3.120451,2.4734085,125844.266,2,-0.035832908
118442.85,-2.580826,0.2008394,6.3817577,829803.7,5,1.0326809
116552.766,-2.1897883,0.90492874,3.2316236,256963.6,4,-0.17872724
122900.12,0.79516065,2.1055532,2.6683183,277440.53,2,-0.3018813
130517.67,-0.5036109,3.0517826,3.3557076,587069.0,2,0.020303976
124412.695,-4.0107408,0.45765793,2.3643456,143079.56,5,-0.13183904
132585.58,1.4114687,3.1332588,4.3195186,1.1733862e+06,5,-0.074598216
121289.46,-0.1669685,3.097516,5.4088745,1.2761249e+06,5,-0.15289779
126808.9,0.63858086,3.0492036,5.200436,908430.75,2,-0.080574624
124732.11,3.6913908,0.7144538,3.3975902,716923.0,4,0.7931758
134186.27,-1.7585199,0.6892735,2.072279,224447.67,3,-0.58953494
116850.27,-1.3263184,1.2708017,3.8307939,395090.38,3,-0.14389518
115285.29,-3.876416,2.3989065,2.1520786,133857.45,2,-0.1177387
127697.32,-4.304364,2.8240924,2.3367295,665348.44,6,0.025714777
128547.76,-3.3559525,0.35055625,3.132417,198697.56,3,0.07258407
116691.445,-2.463354,2.9429216,2.0669172,702802.25,3,0.25118062
129363.516,-2.1380785,0.13447481,5.062807,383537.22,3,-0.014823962
128817.836,-2.6356225,2.69482,2.235952,573817.44,5,0.14634348
116236.48,-0.72836727,1.9675841,6.8330894,1.199444e+06,4,-0.041690793
115377.55,1.1695837,0.046954393,5.0032573,2.5505715e+06,4,-0.016903369
122019.49,-0.73319614,2.786644,3.4971728,324809.72,2,0.048903123
120761.88,-0.8474799,1.7331606,4.862212,800200.75,7,-0.0915189
122688.13,-0.66572756,2.3016744,2.941312,698490.7,3,0.715273
121078.12,-3.6321785,2.6599996,2.2129245,404575.53,4,0.04844076
121134.8,-1.4817005,0.5853312,2.6247673,240802.69,5,0.21656016
134234.3,-3.0861762,1.9300442,2.123279,141882.61,2,-0.28548664
116872.97,-2.4136286,1.43488,3.3808644,202097.75,3,1.0283109
115472.62,-3.9100766,2.831677,2.1892583,254709.62,4,0.4729939
124097.266,-3.9262266,2.6774745,2.8349087,150583.31,4,-0.031980306
122356.516,-0.7503029,2.81681,2.249259,533431.2,3,-0.18946946
119045.52,-2.1814148,2.7996645,3.1993785,325287.8,2,0.51929164
121392.32,-1.4449763,2.9426916,2.857894,489874.9,2,0.021915657
121814.21,-2.9205794,3.0000641,2.9382224,158095.53,2,0.41441345
127357.91,0.23432228,0.2877276,2.3957353,151434.34,3,0.08238781
116084.44,-2.5512273,2.0490968,2.924365,164993.2,2,0.04580035
132114.2,-0.8416514,1.915674,2.4744668,289361.53,3,-3.0922134
122400.37,-2.1663184,0.0645268,2.9440665,271755.28,3,-0.0024850229
125276.03,-2.728064,0.44783247,3.2476027,194445.92,2,0.022055555
119497.195,-3.4616477,1.1915135,2.8823178,154931.19,3,0.09880459
115706.72,-1.2825792,0.009470999,2.1935835,176560.28,6,-0.20230885
118735.88,-0.4998639,2.5986907,4.289605,503920.44,2,0.13939296
128682.63,-3.1491194,2.552544,7.3663163,1.3237036e+06,3,-0.02840949
122969.61,-1.4484385,1.7673223,2.180456,214929.45,3,0.9916717
116403.59,-1.6105094,1.7707002,2.813076,130347.77,2,0.1159857
123375.2,-1.8023821,2.1795487,2.8936133,419483.28,4,-0.7988201
122231.164,-2.044017,0.079553366,5.8203363,746361.9,6,-0.0079947915
127524.625,-3.177967,2.5464115,2.3159637,138574.31,2,0.08902743
118342.805,-2.681885,2.5662637,6.894966,1.3227445e+06,3,0.015687684
129624.055,-3.8394842,3.0199065,2.7550125,361000.7,4,-0.08459078
116656.14,-2.7368803,2.276927,3.1639898,198723.7,3,-0.22204328
118276.64,-2.8064022,2.7953105,2.468522,265459.1,2,0.06422651
128893.47,-2.5264063,3.1333752,2.2998955,883782.06,3,-0.45390525
116411.89,0.89654046,2.4060512,2.481001,300141.62,3,0.2814383
127675.53,-0.8024099,2.129895,2.0536277,209812.73,3,0.3142009
115386.6,-1.8069692,0.60628414,2.6002605,124165.37,4,-0.12092027
122614.34,-2.0189734,1.7569671,2.6029503,254196.92,2,0.9670008
127044.14,-1.0119576,2.899752,2.7580469,379112.12,4,0.34273595
116362.59,-1.2458788,1.2521312,5.1010594,603121.3,6,-0.07806861
123174.99,-3.2887702,2.6670318,2.6929924,153878.44,2,-0.009345237
119226.15,-2.2958202,0.6893149,2.7478414,148763.88,5,0.059015736
122641.914,-2.762126,2.4907262,2.6609554,253666.03,3,0.3931001
121159.4,-2.2729805,3.129622,2.7047312,152917.27,4,-0.061996512
129979.6,-1.6213529,3.0288205,3.9328895,713068.5,2,0.031871583
129755.81,-3.4288306,2.940271,4.193027,1.031237e+06,6,-0.19674249
132912.19,-2.4604983,0.21560985,3.2028227,185139.48,3,0.108126074
131693.95,1.1319011,2.9643967,3.490775,921884.4,2,0.16539045
122158.42,-2.7943528,2.7719917,2.163331,160190.97,2,-0.07812518
131291.1,-0.88196766,1.659347,4.1602445,573108.5,9,-0.13469177
124722.93,-0.6060473,2.5449128,5.761241,1.5043994e+06,7,0.052262712
117326.195,2.2319343,1.5267042,3.7771025,518427.75,5,0.46357223
126698.95,-2.6683834,0.32319486,2.2415912,198435.47,4,0.050188
132881.7,-1.1199197,2.2675614,2.6827872,778398.3,5,0.80833226
124925.12,1.5193592,0.21554852,3.165055,420089.94,3,-0.16034429
121899.586,2.599446,1.113485,4.380664,415356.2,2,-0.12115568
127566.96,-4.1597705,0.5922845,7.8676224,2.1809478e+06,6,-0.059597097
134331.95,-2.694152,1.716327,2.606217,265098.9,5,0.8855414
120070.03,-2.2116005,1.5209173,3.3163462,191587.34,2,-0.27564478
115921.95,1.0718313,0.5094572,2.7432506,200664.97,2,-0.123788536
128981.52,-3.6004841,0.5042464,5.8833747,591704.06,10,0.061365027
120528.82,-3.1307418,2.8399508,2.587194,785174.2,4,1.1786865
120487.24,-1.1644503,0.45295745,2.9357514,244781.95,3,-0.21841493
119964.58,1.7140107,0.4436978,3.6820729,249692.44,3,-0.07065754
127628.78,-1.7747408,2.5788522,2.1169567,206998.64,3,-0.33262712
132857.83,-2.8325255,2.7426329,2.2511854,183795.72,2,-0.45685095
125380.12,-2.1682773,3.1320026,4.3752604,679123.2,2,-0.19376735
130614.43,0.6660316,0.55827713,4.990243,497562.75,2,0.047110744
123412.73,-2.3799438,2.558629,2.127729,340820.03,3,-0.17536171
115755.73,-0.9909178,2.6243687,7.2028723,1.3835842e+06,2,-0.10690961
125198.99,-3.296054,1.640297,2.7703846,195602.92,3,0.21296151
122708.21,-3.1617932,0.7292509,6.833269,1.549036e+06,3,-0.06822645
117993.27,-3.6874948,1.0800177,2.92805,192593.34,2,0.40114164
126358.73,-2.5956635,2.253432,2.4580507,386063.2,3,-0.38630152
129740.33,-1.2504822,2.6430218,4.6126766,445346.2,4,0.17272723
119075.21,-2.8401935,0.81140757,5.322443,502647.25,6,-0.05953248
125728.14,-3.6436641,2.796671,3.1762424,173689.61,4,-0.26160532
115768.234,-1.9451979,1.9729455,2.2581587,142078.14,3,0.4794697
115841.59,-3.6470695,3.0198634,2.6273084,145140.39,3,0.026505081
127110.68,-2.3583193,0.6785742,2.6207123,182112.31,8,-0.1701481
119842.445,0.6160037,1.171356,4.228133,315485.47,3,-0.10788506
125550.35,-2.4331288,1.3685701,2.6133106,230149.56,6,0.31615686
128407.68,-2.9019988,1.2800375,4.028313,294864.8,2,-0.075746104
126988.65,0.34073812,2.644093,3.5395355,646033.7,3,0.2802018
132071.73,-2.500462,1.1376438,2.5146778,120914.68,2,0.5536408
118107.64,-0.69656414,2.9934468,4.4762526,405674.38,5,-0.026015034
116559.27,-2.1285908,2.9745204,2.8757796,306380.25,6,-0.045515567
119667.555,-2.1218948,1.0753133,4.0194387,443551.12,2,0.3125989
132849.98,-1.8846257,2.4409618,2.5745964,303391.75,2,-0.2888956
133688.31,-3.423065,0.5226209,4.4145284,341607.78,4,-0.021415627
115585.15,-2.7313635,2.129693,4.424843,382734.12,3,-0.049847573
133925.53,-1.3624029,2.876047,3.852643,250733.36,3,-0.11085085
117366.12,-1.0782198,2.6795442,3.85871,596413.56,2,0.17029615
132745.89,1.0684031,1.871496,4.281789,704510.25,4,-0.31670773
124857.26,-1.8425084,2.62473,2.587852,249235.58,4,-0.0022296188
123273.03,-1.8022041,1.721744,5.277527,525206.8,4,0.08252592
128881.92,-2.640536,0.7883663,3.982778,590154.7,2,1.0586493
127673.164,1.1935345,2.9727654,4.075963,391232.62,4,-0.028161379
124609.54,-3.38203,2.7891066,2.0483923,145579.36,2,-0.0119807925
116558.09,-0.3747355,2.3768604,2.745811,189544.08,3,0.16596575
123704.055,-3.9203165,1.5701615,3.7409425,229019.81,3,0.1687231
130415.14,-2.898719,2.576865,2.6655502,176391.0,2,0.25259814
120081.24,-1.3263073,2.5998268,2.1972432,334674.28,3,0.032140717
123020.555,-1.2333372,2.6889799,3.5235941,302265.66,2,-0.15370886
119677.66,-1.1279113,2.7725525,3.2848763,533317.44,4,-0.2056222
134177.61,0.4825469,1.1648773,3.08395,336100.38,5,0.44155827
129191.0,-2.6666873,2.3805444,2.1893425,434821.12,4,-0.012694644
133010.9,-0.19644588,2.823864,5.2303467,1.1303855e+06,5,0.11280784
122559.27,-0.75750613,1.250486,2.9452672,353440.84,3,-0.38751528
131010.445,-2.0751464,3.1030145,3.010714,235851.72,2,-0.040719874
123333.76,-3.1640673,0.2669332,2.0549462,89616.56,3,0.046276353
134932.73,-0.7846014,2.169493,3.6020808,1.2202071e+06,3,-1.4818978
125482.36,-0.80888927,2.8412447,3.454119,587342.1,3,0.33731547
