,HiggsM,Frequency,DNN_score,DPhi_jj,Eta_jj,M_jj,Njets,OO1,Zepp,finalWeight,is_Passed_yy,lumiXsecWeight
168,113425.0,17941,-1.5033766,2.023854,3.5777273,457285.0,3.3451870018393626,0.003751868,0.005403006,0.0058109765,1.0,1.2217362e-09
169,113475.0,18251,-1.517538,2.025987,3.5780344,462435.0,3.3545559147443975,8.70277e-05,0.018948846,0.0057023955,1.0,1.2206899e-09
170,113525.0,18039,-1.5038214,2.0355177,3.5599332,456224.7,3.355562946948279,0.00013514982,0.0136596495,0.00577714,1.0,1.2215788e-09
171,113575.0,18033,-1.527571,2.0257149,3.5722568,452784.88,3.3619475406199744,-0.0023169583,-0.013059697,0.005619707,1.0,1.2209687e-09
172,113625.0,18118,-1.5114763,2.0152223,3.573194,454054.97,3.3514736725907937,0.002951897,-0.017988386,0.0058156354,1.0,1.2215964e-09
173,113675.0,17691,-1.5056341,2.0204604,3.5850816,461677.28,3.3749364083432254,-0.0012952487,-0.0046461355,0.005763036,1.0,1.2224469e-09
174,113725.0,17881,-1.5101216,2.017242,3.5721576,453109.9,3.3429897656730607,0.0011563763,-0.042037584,0.0058012274,1.0,1.2214542e-09
175,113775.0,17935,-1.5136051,2.014712,3.5685146,457116.16,3.348647895177028,-0.0039216494,-0.01897343,0.0057261675,1.0,1.2219089e-09
176,113825.0,17840,-1.5268223,2.0253973,3.578844,457962.88,3.3444506726457397,0.0011571118,-0.005644114,0.005709734,1.0,1.2210547e-09
177,113875.0,17970,-1.5067179,2.014653,3.5618708,456004.6,3.3381190873678355,0.0044924314,-0.016368814,0.0058245836,1.0,1.2214733e-09
178,113925.0,17677,-1.525014,2.0159502,3.5685737,454892.06,3.3667477513152684,0.003508048,0.02515836,0.0058229887,1.0,1.2222939e-09
179,113975.0,17657,-1.5243003,2.017856,3.573902,457000.25,3.366936625700855,-0.0005631575,0.009677542,0.005833127,1.0,1.2221654e-09
